address,choice.1,choice.2,choice.3,choice.4,choice.5,choice.6,voting_power,timestamp,author_ipfs_hash,reason
0x55e69129917784D8D10B76546316a5a35Ce293ca,,,,,5,,5.3064574679480865,1686774521,bafkreihmwxfsegcddc7oqaohiz3y2q7gjdb7hdvnyljwf2g5kkvw7azpue,""
0xCAEA8c90A46aD6fF9ecaD354249FFbDb19534b49,1,1,1,1,1,,5,1686774570,QmSaKeGz1ca1SyYRx7QH68C6QpyHPFLv3iZEHacfzkZcNj,""
0xf404A6Eca17E1b2BFA19722991afc3C6538E58bB,1,1,1,1,1,,136.7422916260333,1686774761,Qme5hj9wjXb9p9kaF1mFELPw5yWsyeoCGjXbFxKkWbSxkx,""
0xa18153F94b831B5e60604A596b99f14559c6aE6F,20,20,20,20,20,,3.9391328,1686775105,QmbmrfR6aGp7m7FA7EbXkayG8Jrvm9BcsHdXCCihj7x6VG,""
0xd08Da3621A547d7D7Cb07425e6AA6679C566e40F,1,1,,,1,,17.15124068557023,1686775244,bafkreig7c44dfzlunirliajzrsfkg7k5ujnbclsxhq37gki7m5nkpw4ipy,""
0xA9faD5A2DA799b5D9b12D1aAbd15421cA17A19C1,,,,,1,,5.553427593,1686775258,bafkreichkdbarzj5iemxfbahul6wxotphawfptkoxvvxb2jmrjo3jlpfmi,""
0x8E813d63666437B5c94abccA0a46eDd9DD4A4c9e,,,,,1,,99.47180475437978,1686775379,QmTnNBk9uosyedC6MptKaToyRGtnfpJNTEnmB2M7c8uctr,""
0x59A07D0731AE2b58758CDf5f5DE1fD2Fc3Ae7F58,,,,,60,,108.8667484592892,1686775380,bafkreiekt5kluu3uwderbnt7wp64lmuwzumptlizhi6ngglkzhaxh5ad5u,""
0xBE3C90D34b757587C62852DCd57f7c8E1bc5547C,,,,,1,,15.902055487875742,1686776176,QmcutwrS45PSUbtg4AaUQymyVzt6EJro6Nebe4uRsvgy6F,""
0x45b61fd52C567001111E004371cc3e7559ED569F,,,1,,1,,0.9720933244088977,1686776961,bafkreifunnd5u7hcpvantukeufswfgu5bxwzuspizr6hgeabof3gljjfn4,""
