address,choice,voting_power,timestamp,author_ipfs_hash,reason
0x9f4BF1fAFD578Ae36a96c1e44ED8Ec9dAfcf4593,4,20.56114095164406,1671116255,bafkreiaetvhc2dcbw4wrqh3nnteq752fr5lngofakt5kqxp2p3isg4exca,""
0x62beE234b4066af4709DeE5FD3FFCed6782f5C0D,1,2.1829478727599754,1671124349,bafkreihd5uib4b45zcjwuoc6dvpr7sn73jwm6veghcj3nh7x52hnmj3zsy,""
0xC7F89CC5580B8b5cE042C5d4Fc49D24d4ec689A1,4,604.8678525763016,1671129740,bafkreihc7shfx4s7kigggufvw5ltaypavcroocwfp3d7ouff3n22o7sed4,"605"
0x0f56808073141eEa2D13E09F0ad1817Df51feEC1,4,28.239046772428242,1671129883,bafkreigwwdilad3heo6j6fgcibj7jwueobxvju2fuytisemqybbspx4oia,""
0x78631Cbd0Cf80F90fd059FdF5af0e2f0d14fb302,1,2.754276359200087,1671130477,bafkreie66hvmfdtzgedp2pwzvoxvtysun2ynquhtlhrdfxmzbfm2eso54m,""
0xE0B00b9e204Ab1Fa511B0267546b116e30A41a43,2,7626.109842657716,1671130559,bafkreiedwi7h6yttmcpcqvkfc3s4tgnfoqfenphzqoldxllpymjsyszmza,""
0xc9ee9eE4E1346b50ce08cB6ddB81481cc22E4b9b,1,14.214654113571918,1671136472,bafkreihhs2zdzucmft37pzfjzxets5mhu5oyyxa7xoujx6t4zw2yvw25wi,""
0xa98f8043eB2C880765C952970988cD12d0B8664d,1,4.925285533474065,1671137397,bafkreidbciurugioujuucqdgvoqtcl5octq5gmcg5sb65xgpe3k4jtsr3a,""
0x585CfeF02eF9202CCb43D1E2Fb21d62E63F6dF3a,2,1.3266429086718128,1671138082,bafkreiaejagsnv275yk6xh5dsrblrusqpicwisogmowe6ochwyxek3dnba,""
0xc8f604561D480a5bEd17f0E997b47012Ebd8734d,4,1.0375945,1671138446,bafkreiaemjuqu7ud7pvtedbofgbjb3tcygyji5rw4jrje6vfgxbgvxat34,""
0x7469aD145870122155BfB76e4adBF180a8da1A30,1,13.876106187651532,1671143415,bafkreihrperi6cztn7ehub62ayxlmxczdw4krrfqvg3qacwcfi4teugnfu,""
0x76322F53b91Cb8849dfB2007eD862940934B3520,1,23.601245102070294,1671143661,QmXfVZo5yvwDnd9BZy4aCogtLhVNcqVnt1DN2W3m2zwnms,""
0xE9039957c04aA1eFd045110F14D4E18B389F37b3,1,64.3601444455,1671155133,bafkreifodq67lmpr6xbfk3jkigpgmwcfokswblmy7atlizfq52ltzmzi4i,""
0x0d117fC5a742E1CaaaEa3aDd9fAF6ec4353C65B5,4,542.3562516951139,1671157562,bafkreiailzrasqassv2bwihz6mtlxzgobrc32rfnvf3a7zh6zvyoe4nkie,""
