address,choice,voting_power,timestamp,author_ipfs_hash,reason
0xbd209B6A11bBA7CaCd22d285f01f68a50c28c255,1,2566.718804984149,1680582247,bafkreiagit3bqwkdi7kgcptytayacx7sgcbetebdgtyl2pq4e3pfat65dq,""
0xD496c6752b4Ab1c1b6126aBca32A9d15eDe1603d,1,0.0569273105,1680582413,bafkreifzth7yh4jfzdsmkiif5iugdylizn5pgwqzaiaouqfz3ixn6zrb2i,""
0x2B0226D3E493a0A5c051F930092d2A9014d00977,1,1.1622030754617994,1680582956,bafkreia2l4nbcjibecukpqb4eyycsva3upidvqkzuad3rdlfbky5zmjjt4,""
0x214B0A9135833e99687307B1614e4fC33F740D69,1,2.8446049059270986,1680583368,bafkreigvo52kcfiivk6tawclsdjg7nwxess2szzfqcienuhmqgmy3xvtau,""
0xa31df9ae4F9C044E23BE1108D63c182B3834ff35,1,1.2275863652647372,1680583882,bafkreictuqk74vcrbzmbzedldr6uywhciub7sdiwy2sroju7txzojpocga,""
0x2206c2BB68b7ee9521e19115C00394f086C9DdAB,1,44.55429631258176,1680584318,bafkreihcvadnjabtdtuuhtxzu6iifs5wctgr4su2nn2utlas2uibfvcflm,""
0xe39262206f5D086cfCEc8dF9E08965869F10a3aA,1,1.5319679270706008,1680584468,bafkreibonqovgofey6zprys7u6xdmwq3nfmouxfyqay6mn2jqs4attboxa,""
0xdf09b44381484DA2cCe09f97094F897289A3cD03,1,151.0640331275,1680584785,bafkreihmom6onqdcvrphe4pzqntg2kkbl7t3mscg2tyo5jtl25hx4zt2ye,""
0xDe255AEefD61d58Eb2eE99C8Fd08c4c46213a734,1,2.095149825,1680584873,bafkreihcbzmtqpsero74z346cigqvydygwddhxhj7ouzn4uvvzjpwv7auq,""
0x648377Bc0c29bfe4eB1E2884c3A247727a602c10,1,11.977637637,1680584927,bafkreig3thzyvjlqdnnltbtblgbsnqrd2zvk34umsjfzxgq2eq22lh6yp4,""
0x040a58E44B0AD3108D089606a4e4d8AdEc6Ff6dd,1,11.0635967205,1680584937,bafkreibwbszz3z7xjddukhqhf4fnn67mlc2nehqm6u5b7oyft73tudgadi,""
0x4B85073B44Ad3a9a1cb12DC82f98fea63a7f77f5,1,11.0835058205,1680584948,bafkreifohsuw4v3lnhpzen2ufo4d7yekn7ax5d7pjkixh5u3tlvqfoojvy,""
0x08a103ca7E5f92d0f767C6c4EaCFfAd251C3CF91,1,11.0961431565,1680584953,bafkreihzmgsq5ouz3q5fazyqvokzkptl3462orwjsfihbibqevcwriw45u,""
0xBAB0e2B20f1e4Ea0e18bFe6c65b0bF829a7f16E7,1,11.9643259205,1680584966,bafkreig3yo5gtju2wnwyhz4rgzqza3qflpvtnxfsc725ybsgu6sjntnmqy,""
0x6fbC8110f8E43A9Ea7985588e3f6c6f3105FEe55,1,11.9643259205,1680584971,bafkreidcdbuxeulttdu3cr632lsazyx3v7cfnptsb7mgi2kj4wrzfxj22a,""
0xD1C530555A054E4d0c63071F90a4306600057f6a,1,11.974325134,1680584974,bafkreib3i2gx7kaoymkwokeayzfeyo4ynnaaj5tm3fqofazqnjjgceigma,""
0x2e488e7D045b31BF0C1Bf32ab652623F5a37Db2a,1,12.1605566205,1680584977,bafkreig637tukm7njcsgdhsoq5mdy5c5l3ru7anveddrk5e4hvsymxxn3y,""
0x9Ee81d3B926047f6F4B2BF8580B665b4Dc5Ee3d1,1,12.1728154205,1680584984,bafkreidoz2w6bsuxpjcweugv6kptx4wwbkxsghk2grysscga4hv2reubiq,""
0x2A5E314d1925B3F4E2ff66c9CA31E5eDAAc62dae,1,0.3619946603002139,1680584987,bafkreibba5ytu6kqepiivio4gxlj2orf32d6kfcqmicbcclang5b6dg6ny,""
0x45947E587e3Ee11759d508d87c330E2024b3e1f2,1,10.9110088945,1680584991,bafkreicmn6p7mb6kf34gdr6xhahtbtznhu4o63wyaq3beu5ai2oeas35d4,""
0x0160E979decB13ecA3AD18045dF76E3668bA4211,1,0.3464051945,1680585008,bafkreicqzkpnbjeaijhstbtajgjc5gjxwmjxupm7widp7relabsrm4wffm,""
