address,choice,voting_power,timestamp,author_ipfs_hash,reason
0x71A77Ad156C04F787907d56C90dEF0840F38124B,1,6.711809145028414,1670541009,bafkreibu4zgvshxc4ns2ysufupgz5syydyp2jcisn4co4bfbgtmcqm4g5q,""
0xE0B00b9e204Ab1Fa511B0267546b116e30A41a43,4,7626.144358114717,1670542395,bafkreieyceopoi7jidqmn7fihhzc62ywtyw2vclt4dkzpa3tzojwrabfcq,""
0x9805a6bB703C2230702190fBd92B50003edbF731,2,335.87854929886674,1670542581,bafkreih4fywjlfvpi3ze5omif4mdwstu7dzdbppk3ydcpaqtcwmiuy65gm,""
0xF79Be3f09D48F1FdC890A0743c6d7b37ad0C77EE,3,1.073262550272129,1670543080,bafkreie7dm6n56g2zjefijm4nnmpruv3lmwliwkjes2qegeaqyssh7e3gy,""
0xa98f8043eB2C880765C952970988cD12d0B8664d,2,4.925285533474065,1670549850,bafkreieeu5l56gedpwfx376ssu3mxxrzc52qgijt6at4ru3ruqyp2xj5du,""
0x585CfeF02eF9202CCb43D1E2Fb21d62E63F6dF3a,1,1.3266429086718128,1670549965,bafkreibh3ioumvuculkcz7vboutajokkot5ykyg5bvb46m7fh4islbdwwy,""
0xc8f604561D480a5bEd17f0E997b47012Ebd8734d,3,1.0375945,1670550058,QmZpDhxjFsght4ERHfxBTXozoM3NpjmPsbcohJ4jLCow18,""
0x78fEC32317E524d953dB63b8C9dE0f1f5b131b9D,1,3.5677598977043696,1670552011,bafkreibhkzkp36ljh4ctajb4imvx6bdvzczcgj25u2av6tqhob4ipajvo4,""
0x865FA73770e2Eaa7e109f605dD2AF59EA34aA676,4,21.842298084712553,1670555498,bafkreie2ldwezysyw2nmsdcx472fpbvdzaomnntkie62udfjbuoezkbhoy,""
0xDe255AEefD61d58Eb2eE99C8Fd08c4c46213a734,4,1.9764994265,1670559766,QmUN2SdtCfZ6pqtB848juwBuBxVLsrSPMRBPdEDLqyRfSS,""
0x979D0c3B34eB98812a5D54D503A406628dF647a2,1,9.455493308390603,1670560287,bafkreic4ycr4v7fhhayqbl5hgwyvoys4ew5z3dmohzfjxqmv56rzpfllsu,""
0xC7F89CC5580B8b5cE042C5d4Fc49D24d4ec689A1,4,596.8885406829819,1670579565,bafkreifotrcomk3lspmzfdmcfpfwy32a4cg44uopxfqfcwx52n7kmdx4v4,"597"
0x78631Cbd0Cf80F90fd059FdF5af0e2f0d14fb302,2,2.403445660543903,1670581291,bafkreiec2llsqn7ic5nirdfgolfik72jrmvjqqxl3swmj7v34mbkc34ux4,""
